2025-02-20 23:55:38,2411,840,477
2025-02-21 00:11:19,2482,894,494
2025-02-21 00:35:04,2546,969,512
2025-02-21 00:42:23,2580,988,516
2025-02-21 01:23:58,2730,1095,583
2025-02-21 02:32:10,2959,1240,600
2025-02-21 03:02:50,3033,1291,604
2025-02-21 03:29:39,3052,1313,604
2025-02-21 03:42:57,3064,1316,604
2025-02-21 03:51:52,3064,1317,604
2025-02-21 04:09:40,3064,1317,604
2025-02-21 04:33:39,3064,1317,604
2025-02-21 04:46:52,3064,1317,604
2025-02-21 04:55:43,3064,1317,604
2025-02-21 05:14:42,0,0,0
2025-02-21 05:31:40,0,0,0
2025-02-21 05:41:26,0,0,0
2025-02-21 05:50:21,0,0,0
2025-02-21 05:59:23,0,0,0
2025-02-21 06:31:37,0,0,0
2025-02-21 06:46:11,0,0,0
2025-02-21 06:54:52,0,0,0
2025-02-21 07:13:20,0,0,0
2025-02-21 07:27:00,0,0,0
2025-02-21 07:36:30,0,0,0
2025-02-21 07:45:14,0,0,0
2025-02-21 07:53:56,0,0,0
2025-02-21 08:14:54,0,0,0
2025-02-21 08:34:25,0,0,0
2025-02-21 08:46:20,0,0,0
2025-02-21 08:55:12,0,0,0
2025-02-21 09:14:25,0,0,0
2025-02-21 09:29:56,0,0,0
2025-02-21 09:40:15,0,0,0
2025-02-21 09:49:00,0,0,0
2025-02-21 09:57:40,0,0,0
2025-02-21 10:20:06,0,0,0
2025-02-21 10:37:28,0,0,0
2025-02-21 10:46:28,0,0,0
2025-02-21 10:55:09,0,0,0
2025-02-21 11:11:25,26,8,0
2025-02-21 11:25:57,34,13,0
2025-02-21 11:35:51,45,19,0
2025-02-21 11:44:45,64,22,0
2025-02-21 11:53:44,71,24,0
2025-02-21 12:21:21,110,37,0
2025-02-21 12:54:33,155,54,0
2025-02-21 13:19:32,204,67,0
2025-02-21 13:32:38,222,71,0
2025-02-21 13:41:36,255,81,0
2025-02-21 13:50:28,289,85,0
2025-02-21 13:59:10,311,92,0
2025-02-21 14:19:40,356,107,0
2025-02-21 14:34:06,372,111,1
2025-02-21 14:43:18,386,115,3
2025-02-21 14:51:53,400,123,6
2025-02-21 15:07:27,440,130,28
2025-02-21 15:27:10,537,148,84
2025-02-21 15:38:32,578,157,89
2025-02-21 15:47:32,606,176,90
2025-02-21 15:56:10,626,205,92
2025-02-21 16:19:52,695,219,94
2025-02-21 16:39:01,762,236,101
2025-02-21 16:48:33,806,245,105
2025-02-21 16:57:30,847,254,120
2025-02-21 17:16:08,908,265,129
2025-02-21 17:29:00,952,288,145
2025-02-21 17:38:40,986,302,152
2025-02-21 17:47:42,1011,318,159
2025-02-21 17:56:28,1036,329,164
2025-02-21 18:22:06,1108,355,169
2025-02-21 18:40:29,1165,374,175
2025-02-21 18:49:39,1201,387,181
2025-02-21 18:58:24,1241,398,187
2025-02-21 19:15:49,1293,423,193
2025-02-21 19:24:31,1318,434,196
2025-02-21 19:34:41,1348,454,201
2025-02-21 19:43:31,1373,469,212
2025-02-21 19:52:12,1412,479,220
2025-02-21 20:08:53,1480,513,250
2025-02-21 20:27:54,1535,538,270
2025-02-21 20:39:02,1579,548,273
2025-02-21 20:48:00,1600,565,283
2025-02-21 20:56:51,1637,577,295
2025-02-21 21:14:17,1699,598,307
2025-02-21 21:27:03,1740,612,317
2025-02-21 21:36:30,1775,621,328
2025-02-21 21:45:08,1809,628,335
2025-02-21 21:53:50,1832,636,340
2025-02-21 22:10:41,1898,662,348
2025-02-21 22:29:54,1960,688,358
2025-02-21 22:40:57,2003,704,359
2025-02-21 22:49:48,2026,713,362
2025-02-21 22:58:43,2063,726,375
2025-02-21 23:21:16,2145,754,379
2025-02-21 23:30:23,2173,760,383
2025-02-21 23:39:35,2192,763,385
2025-02-21 23:48:28,2210,771,385
2025-02-21 23:57:24,2241,775,385
2025-02-22 01:21:53,2402,832,385
2025-02-22 02:28:10,2514,859,385
2025-02-22 02:59:04,2535,878,385
2025-02-22 03:24:24,2547,886,385
2025-02-22 03:37:22,2557,887,385
2025-02-22 03:46:25,2557,887,385
2025-02-22 03:55:12,2557,887,385
2025-02-22 04:16:13,2557,887,385
2025-02-22 04:35:04,2557,887,385
2025-02-22 04:45:49,2557,887,385
2025-02-22 04:54:55,2557,887,385
2025-02-22 05:12:19,0,0,0
